RunNumber,BeamEnergy,Threshold,GearGeoFile,SIavg,SI1,SI2,SI3,SI4,SI5,SI6,SIg6,kappaValue,targetthick

110,2.4,6.0,gear_desy2017_TB21,0.003240,0.00360,0.00316,0.002855,0.00340,0.00253,0.00270,0.00417,0.751000, 14.4

